t[s],Converged,Pload,P7 (csv),Unresp (opf),P7 (rpf),Resp (opf),GLD Pub,BID?,P7 Min,V7,LMP_P7,LMP_Q7,Pgen1,Pgen2,Pgen3,Pgen4,Pdisp,Deg,c2,c1
2430,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2445,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2460,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2475,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2490,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2505,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2520,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2535,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2550,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2565,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2580,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2595,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2610,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2625,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2640,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2655,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2670,True,354.676,98.845,0.000,141.325,-0.000,42.480,False,0.000,0.978,15.554,0.000,237.57,79.06,43.26,0.00,0.00,0.0000,999.00000000,0.00000000
2685,True,352.712,98.895,0.000,141.375,-0.000,42.480,False,0.000,0.978,15.481,0.000,236.34,78.59,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2700,True,352.712,98.895,0.000,141.375,-0.000,42.480,False,0.000,0.978,15.481,0.000,236.34,78.59,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2715,True,352.712,98.895,0.000,141.375,-0.000,42.480,False,0.000,0.978,15.481,0.000,236.34,78.59,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2730,True,352.712,98.895,0.000,141.375,-0.000,42.480,False,0.000,0.978,15.481,0.000,236.34,78.59,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2745,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2760,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2775,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2790,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2805,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2820,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2835,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2850,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2865,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2880,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2895,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2910,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2925,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2940,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2955,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2970,True,352.282,98.895,0.000,140.945,-0.000,42.050,False,0.000,0.978,15.481,0.000,236.34,78.16,42.95,0.00,0.00,0.0000,999.00000000,0.00000000
2985,True,352.535,98.289,0.000,140.339,-0.000,42.050,False,0.000,0.978,15.474,0.000,236.23,78.53,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3000,True,352.535,98.289,0.000,140.339,-0.000,42.050,False,0.000,0.978,15.474,0.000,236.23,78.53,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3015,True,352.535,98.289,0.000,140.339,-0.000,42.050,False,0.000,0.978,15.474,0.000,236.23,78.53,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3030,True,352.535,98.289,0.000,140.339,-0.000,42.050,False,0.000,0.978,15.474,0.000,236.23,78.53,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3045,True,352.535,98.289,0.000,140.339,-0.000,42.050,False,0.000,0.978,15.474,0.000,236.23,78.53,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3060,True,352.535,98.289,0.000,140.339,-0.000,42.050,False,0.000,0.978,15.474,0.000,236.23,78.53,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3075,True,352.535,98.289,0.000,140.339,-0.000,42.050,False,0.000,0.978,15.474,0.000,236.23,78.53,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3090,True,352.535,98.289,0.000,140.339,-0.000,42.050,False,0.000,0.978,15.474,0.000,236.23,78.53,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3105,True,352.535,98.289,0.000,140.339,-0.000,42.050,False,0.000,0.978,15.474,0.000,236.23,78.53,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3120,True,352.535,98.289,0.000,140.339,-0.000,42.050,False,0.000,0.978,15.474,0.000,236.23,78.53,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3135,True,352.112,98.289,0.000,139.916,-0.000,41.627,False,0.000,0.978,15.474,0.000,236.23,78.10,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3150,True,352.112,98.289,0.000,139.916,-0.000,41.627,False,0.000,0.978,15.474,0.000,236.23,78.10,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3165,True,352.112,98.289,0.000,139.916,-0.000,41.627,False,0.000,0.978,15.474,0.000,236.23,78.10,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3180,True,352.112,98.289,0.000,139.916,-0.000,41.627,False,0.000,0.978,15.474,0.000,236.23,78.10,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3195,True,352.112,98.289,0.000,139.916,-0.000,41.627,False,0.000,0.978,15.474,0.000,236.23,78.10,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3210,True,352.112,98.289,0.000,139.916,-0.000,41.627,False,0.000,0.978,15.474,0.000,236.23,78.10,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3225,True,352.112,98.289,0.000,139.916,-0.000,41.627,False,0.000,0.978,15.474,0.000,236.23,78.10,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3240,True,352.112,98.289,0.000,139.916,-0.000,41.627,False,0.000,0.978,15.474,0.000,236.23,78.10,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3255,True,352.112,98.289,0.000,139.916,-0.000,41.627,False,0.000,0.978,15.474,0.000,236.23,78.10,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3270,True,352.112,98.289,0.000,139.916,-0.000,41.627,False,0.000,0.978,15.474,0.000,236.23,78.10,42.93,0.00,0.00,0.0000,999.00000000,0.00000000
3285,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3300,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3315,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3330,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3345,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3360,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3375,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3390,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3405,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3420,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3435,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3450,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3465,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3480,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3495,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3510,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3525,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3540,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3555,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3570,True,351.152,97.863,0.000,139.490,-0.000,41.627,False,0.000,0.978,15.422,0.000,235.37,78.18,42.71,0.00,0.00,0.0000,999.00000000,0.00000000
3585,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3600,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3615,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3630,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3645,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3660,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3675,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3690,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3705,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3720,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3735,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3750,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3765,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3780,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3795,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3810,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3825,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3840,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3855,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3870,True,350.133,97.758,0.000,139.385,-0.000,41.627,False,0.000,0.978,15.384,0.000,234.73,77.93,42.56,0.00,0.00,0.0000,999.00000000,0.00000000
3885,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
3900,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
3915,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
3930,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
3945,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
3960,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
3975,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
3990,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
4005,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
4020,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
4035,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
4050,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
4065,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
4080,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
4095,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
4110,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
4125,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
4140,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
4155,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
4170,True,350.477,97.649,0.000,139.276,-0.000,41.627,False,0.000,0.978,15.397,0.000,234.95,78.01,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
4185,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4200,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4215,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4230,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4245,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4260,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4275,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4290,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4305,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4320,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4335,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4350,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4365,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4380,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4395,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4410,True,351.321,98.192,0.000,139.333,-0.000,41.141,False,0.000,0.978,15.428,0.000,235.47,78.21,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4425,True,353.588,98.192,0.000,141.600,-0.000,43.408,False,0.000,0.978,15.428,0.000,235.47,80.52,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4440,True,353.588,98.192,0.000,141.600,-0.000,43.408,False,0.000,0.978,15.428,0.000,235.47,80.52,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4455,True,353.588,98.192,0.000,141.600,-0.000,43.408,False,0.000,0.978,15.428,0.000,235.47,80.52,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4470,True,353.588,98.192,0.000,141.600,-0.000,43.408,False,0.000,0.978,15.428,0.000,235.47,80.52,42.74,0.00,0.00,0.0000,999.00000000,0.00000000
4485,True,351.872,97.969,0.000,141.377,-0.000,43.408,False,0.000,0.978,15.449,0.000,235.82,78.39,42.82,0.00,0.00,0.0000,999.00000000,0.00000000
4500,True,351.872,97.969,0.000,141.377,-0.000,43.408,False,0.000,0.978,15.449,0.000,235.82,78.39,42.82,0.00,0.00,0.0000,999.00000000,0.00000000
4515,True,351.872,97.969,0.000,141.377,-0.000,43.408,False,0.000,0.978,15.449,0.000,235.82,78.39,42.82,0.00,0.00,0.0000,999.00000000,0.00000000
4530,True,351.872,97.969,0.000,141.377,-0.000,43.408,False,0.000,0.978,15.449,0.000,235.82,78.39,42.82,0.00,0.00,0.0000,999.00000000,0.00000000
4545,True,351.872,97.969,0.000,141.377,-0.000,43.408,False,0.000,0.978,15.449,0.000,235.82,78.39,42.82,0.00,0.00,0.0000,999.00000000,0.00000000
4560,True,351.872,97.969,0.000,141.377,-0.000,43.408,False,0.000,0.978,15.449,0.000,235.82,78.39,42.82,0.00,0.00,0.0000,999.00000000,0.00000000
4575,True,351.872,97.969,0.000,141.377,-0.000,43.408,False,0.000,0.978,15.449,0.000,235.82,78.39,42.82,0.00,0.00,0.0000,999.00000000,0.00000000
4590,True,351.872,97.969,0.000,141.377,-0.000,43.408,False,0.000,0.978,15.449,0.000,235.82,78.39,42.82,0.00,0.00,0.0000,999.00000000,0.00000000
4605,True,351.872,97.969,0.000,141.377,-0.000,43.408,False,0.000,0.978,15.449,0.000,235.82,78.39,42.82,0.00,0.00,0.0000,999.00000000,0.00000000
4620,True,351.872,97.969,0.000,141.377,-0.000,43.408,False,0.000,0.978,15.449,0.000,235.82,78.39,42.82,0.00,0.00,0.0000,999.00000000,0.00000000
4635,True,351.872,97.969,0.000,141.377,-0.000,43.408,False,0.000,0.978,15.449,0.000,235.82,78.39,42.82,0.00,0.00,0.0000,999.00000000,0.00000000
4650,True,351.872,97.969,0.000,141.377,-0.000,43.408,False,0.000,0.978,15.449,0.000,235.82,78.39,42.82,0.00,0.00,0.0000,999.00000000,0.00000000
4665,True,349.473,97.969,0.000,138.978,-0.000,41.009,False,0.000,0.978,15.449,0.000,235.82,75.95,42.82,0.00,0.00,0.0000,999.00000000,0.00000000
